iter	Passed	Remaining
591	215756	148696
592	216126	148336
593	216503	147980
594	216863	147612
595	217237	147254
596	217519	146834
597	217925	146498
598	218307	146145
599	218711	145807
600	219006	145396
601	219422	145066
602	219791	144705
603	220124	144320
604	220497	143961
605	220801	143557
606	221185	143205
607	221589	142866
608	221932	142488
609	222294	142122
610	222737	141808
611	223116	141452
612	223448	141067
613	223820	140708
614	224196	140350
615	224535	139969
616	224911	139612
617	225250	139232
618	225599	138858
619	225982	138505
620	226314	138120
621	226636	137731
622	227061	137403
623	227444	137049
624	227828	136696
625	228228	136353
626	228637	136015
627	229047	135677
628	229472	135348
629	229890	135015
630	230272	134660
631	230645	134300
632	231043	133954
633	231424	133598
634	231843	133264
635	232190	132889
636	232568	132531
637	232929	132163
638	233353	131831
639	233695	131453
640	234124	131124
641	234523	130777
642	234931	130436
643	235315	130081
644	235695	129723
645	236081	129369
646	236477	129020
647	236869	128669
648	237238	128306
649	237521	127896
650	237889	127532
651	238298	127190
652	238673	126829
653	239068	126479
654	239425	126109
655	239778	125737
656	240164	125382
657	240497	125000
658	240878	124642
659	241259	124285
660	241647	123931
661	242060	123589
662	242474	123248
663	242859	122892
664	243293	122561
665	243653	122192
666	244009	121821
667	244377	121457
668	244738	121088
669	245091	120716
670	245476	120360
671	245799	119973
672	246133	119592
673	246490	119222
674	246832	118845
675	247221	118490
676	247654	118157
677	247998	117781
678	248347	117407
679	248725	117047
680	249096	116684
681	249456	116315
682	249793	115936
683	250212	115595
684	250569	115225
685	251005	114891
686	251372	114526
687	251761	114170
688	252168	113823
689	252530	113455
690	252871	113078
691	253236	112712
692	253582	112337
693	253960	111976
694	254293	111596
695	254660	111231
696	255015	110860
697	255357	110484
698	255694	110106
699	256104	109759
700	256480	109397
701	256836	109027
702	257207	108663
703	257545	108286
704	257878	107906
705	258266	107549
706	258648	107190
707	259033	106832
708	259402	106468
709	259742	106092
710	260106	105725
711	260472	105359
712	260852	104999
713	261214	104632
714	261575	104264
715	261939	103897
716	262275	103520
717	262647	103156
718	263025	102795
719	263387	102428
720	263743	102058
721	264086	101684
722	264420	101306
723	264787	100941
724	265175	100583
725	265522	100211
726	265881	99842
727	266284	99491
728	266616	99112
729	266985	98748
730	267385	98394
731	267719	98017
732	268108	97660
733	268456	97288
734	268808	96917
735	269169	96550
736	269520	96178
737	269791	95779
738	270088	95389
739	270432	95016
740	270778	94644
741	271161	94285
742	271508	93913
743	271857	93542
744	272236	93181
745	272628	92825
746	272983	92456
747	273329	92084
748	273690	91717
749	274016	91338
750	274394	90977
751	274726	90601
752	275143	90252
753	275494	89882
754	275908	89533
755	276301	89176
756	276657	88808
757	277027	88444
758	277362	88069
759	277687	87690
760	278038	87321
761	278385	86949
762	278753	86585
763	279134	86224
764	279495	85858
765	279852	85490
766	280197	85118
767	280570	84755
768	280917	84384
769	281285	84020
770	281661	83658
771	282086	83310
772	282450	82944
773	282780	82569
774	283129	82198
775	283463	81824
776	283800	81451
777	284148	81080
778	284524	80718
779	284839	80339
780	285211	79975
781	285545	79602
782	285885	79230
783	286291	78876
784	286629	78503
785	287010	78142
786	287373	77777
787	287619	77379
788	287965	77009
789	288341	76647
790	288736	76290
791	289061	75915
792	289443	75554
793	289746	75173
794	290011	74782
795	290408	74426
796	290777	74062
797	291148	73699
798	291508	73333
799	292053	73013
800	292426	72650
801	292795	72286
802	293151	71918
803	293556	71563
804	293881	71188
805	294255	70825
806	294620	70460
807	295031	70106
808	295402	69742
809	295761	69376
810	296145	69015
811	296538	68656
812	296912	68293
813	297299	67933
814	297671	67569
815	298052	67207
816	298450	66850
817	298806	66482
818	299165	66115
819	299518	65747
820	299912	65388
821	300260	65019
822	300615	64652
823	300952	64281
824	301291	63910
825	301691	63552
826	302015	63178
827	302330	62803
828	302700	62438
829	303018	62064
830	303418	61706
831	303744	61333
832	304080	60962
833	304447	60597
834	304780	60226
835	305117	59855
836	305484	59491
837	305871	59130
838	306129	58744
839	306462	58373
840	306813	58006
841	307153	57636
842	307550	57278
843	307919	56914
844	308276	56547
845	308827	56216
846	309308	55872
847	309735	55518
848	310108	55154
849	310503	54794
850	310901	54435
851	311304	54076
852	311735	53722
853	312145	53364
854	312511	52998
855	312841	52627
856	313137	52250
857	313513	51886
858	313921	51528
859	314314	51167
860	314735	50810
861	315113	50447
862	315526	50089
863	315865	49719
864	316249	49356
865	316640	48995
866	317048	48636
867	317387	48266
868	317754	47900
869	318115	47534
870	318501	47171
871	318852	46803
872	319197	46435
873	319571	46070
874	319946	45706
875	320295	45338
876	320655	44972
877	321031	44607
878	321362	44237
879	321715	43870
880	322050	43500
881	322418	43135
882	322794	42771
883	323161	42405
884	323533	42041
885	323898	41675
886	324231	41305
887	324613	40942
888	324951	40573
889	325294	40204
890	325709	39845
891	326039	39475
892	326433	39113
893	326812	38749
894	327153	38381
895	327521	38015
896	327848	37645
897	328174	37275
898	328622	36919
899	329055	36561
900	329420	36196
901	329730	35824
902	330055	35454
903	330421	35089
904	330755	34720
905	331086	34351
906	331335	33973
907	331649	33603
908	331906	33227
909	332336	32868
910	332734	32506
911	333037	32135
912	333335	31763
913	333639	31392
914	333973	31024
915	334370	30662
916	334662	30291
917	334983	29922
918	335312	29554
919	335612	29183
920	336007	28821
921	336338	28453
922	336676	28086
923	337083	27725
924	337408	27357
925	337733	26989
926	338073	26622
927	338411	26256
928	338806	25893
929	339167	25528
930	339517	25162
931	339866	24797
932	340224	24432
933	340574	24066
934	340951	23702
935	341299	23336
936	341679	22973
937	342077	22610
938	342376	22241
939	342754	21877
940	343050	21509
941	343444	21146
942	343805	20781
943	344030	20408
944	344379	20043
945	344714	19677
946	345046	19310
947	345314	18941
948	345617	18573
949	345969	18208
950	346301	17843
951	346545	17472
952	346872	17107
953	347207	16741
954	347550	16376
955	347916	16012
956	348227	15646
957	348623	15284
958	348930	14917
959	349227	14551
960	349568	14186
961	349852	13819
962	350174	13454
963	350527	13090
964	350831	12724
965	351211	12361
966	351593	11998
967	351936	11634
968	352173	11266
969	352494	10901
970	352857	10538
971	353204	10174
972	353566	9811
973	353941	9448
974	354292	9084
975	354641	8720
976	355016	8357
977	355392	7994
978	355721	7630
979	356066	7266
980	356458	6903
981	356812	6540
982	357170	6176
983	357494	5812
984	357875	5449
985	358222	5086
986	358561	4722
987	358905	4359
988	359253	3995
989	359590	3632
990	359948	3268
991	360328	2905
992	360664	2542
993	361013	2179
994	361390	1816
995	361745	1452
996	362120	1089
997	362441	726
998	362765	363
999	363152	0
