iter	Passed	Remaining
396	662800	171960
397	664501	170299
398	666005	168587
399	667683	166920
400	669534	165296
401	671215	163629
402	672832	161947
403	674840	160358
404	676594	158707
405	678222	157026
406	679933	155365
407	681431	153656
408	683057	151976
409	684591	150276
410	685939	148536
411	687777	146903
412	689178	145178
413	690657	143469
414	692342	141805
415	693805	140095
416	695592	138451
417	697004	136732
418	698581	135048
419	700210	133373
420	701805	131692
421	703533	130037
422	705142	128359
423	706858	126701
424	708548	125037
425	710212	123370
426	711856	121699
427	713177	119973
428	714885	118314
429	716467	116634
430	717983	114943
431	719651	113278
432	720934	111553
433	722547	109880
434	724333	108233
435	725814	106541
436	727468	104875
437	728653	103142
438	729967	101430
439	731607	99764
440	733428	98123
441	735215	96476
442	736938	94820
443	738649	93163
444	740375	91507
445	742177	89860
446	743743	88184
447	745477	86528
448	747166	84867
449	749107	83234
450	750796	81572
451	752571	79919
452	754336	78264
453	755866	76585
454	757354	74903
455	759197	73255
456	760991	71603
457	762636	69936
458	764414	68281
459	765840	66594
460	767372	64918
461	769108	63259
462	770964	61610
463	772694	59950
464	774456	58292
465	776051	56621
466	777575	54946
467	779246	53281
468	780551	51592
469	781760	49899
470	783605	48247
471	785298	46585
472	786911	44918
473	788634	43258
474	790217	41590
475	791286	39896
476	793029	38238
477	794351	36560
478	796083	34901
479	797789	33241
480	799162	31567
481	800906	29909
482	802517	28245
483	804414	26592
484	806243	24935
485	808052	23277
486	809828	21617
487	811477	19954
488	813235	18293
489	814914	16630
490	816656	14969
491	818391	13307
492	819780	11639
493	821564	9978
494	823583	8319
495	825148	6654
496	826957	4991
497	828763	3328
498	830157	1663
499	831705	0
